trade_direction,nl_company,netherlands_cn8,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
Import (NL buyer),Benseng International B.V.,30036000,300360,6,"Medicaments; containing antimalarial active principles described in subheading note 2 to this chapter, for therapeutic or prophylactic uses, (not packaged for retail sale)",MARKS5554,Bulgaria,Netherlands,Netherlands,8,2015,6,2015-06,2015-06-01,20150619,20150619,import,1,2083485.29,39777.89,kg,KG,TEVA PHARMA EAD,[in full dataset],Sofia,,www.teva.bg,[in full dataset],Y,Benseng International B.V.,[in full dataset],Veghel,,www.euroginseng.nl,[in full dataset],Y,TEVA PHARMA EAD,[in full dataset],,9578.1,9578.1,Main Container Port,Rotterdam,Veghel,1,1,11.97,MSC GULSUN,IMO3685120,MH,V373,288,ONEY,SWB,CMDU130480630,HLCU479464394,CAIU2410095,40HC,FLAT RACK,RF,FCL,CFS/CFS,Expeditors,37409.52
Export (NL seller),Reesink Agricultural Equipment NL B.V.,84451200,844512,7,Textile machinery; combing machines for preparing textile fibres,MARKS5959,Netherlands,Cambodia,Cambodia,8,2018,12,2018-12,2018-12-11,20181228,20181228,export,1,201813.58,34683.08,kg,KG,Reesink Agricultural Equipment NL B.V.,[in full dataset],Apeldoorn,,www.reesinkagri.com,[in full dataset],Y,INBIZNEST PLC.,[in full dataset],Phnom Penh,,www.inbiznest.com,[in full dataset],Y,Reesink Agricultural Equipment NL B.V.,[in full dataset],,13438.2,13438.2,Rotterdam,Main Container Port,Phnom Penh,1,1,16.8,MAERSK MOLLER,IMO9365368,LR,V952,783,MAEU,HBL,MSCU435707187,HLCU220422517,GESU4537204,40GP,DRY,GP,FCL,CY/CY,DHL Global Forwarding,31409.58
Export (NL seller),Jiffy Products International B.V.,73202089,732020,8,Iron or steel; helical springs and leaves for springs,MARKS9838,Netherlands,Ukraine,Ukraine,5,2021,3,2021-03,2021-03-08,20210327,20210327,export,1,672827.92,423.64,kg,KG,Jiffy Products International B.V.,[in full dataset],Zwijndrecht,,www.jiffygroup.com,[in full dataset],Y,"DONPROMTRANS, LLC",[in full dataset],Kryvyi Rih,,,,Y,Jiffy Products International B.V.,[in full dataset],,18745.9,18745.9,Amsterdam,Main Container Port,Kryvyi Rih,1,1,23.43,MADRID MAERSK,IMO8835140,LR,V719,477,YMLU,HBL,MAEU340565407,MSCU736960288,GESU5824088,40GP,OPEN TOP,HC,FCL,CY/CFS,DSV,395.78
Import (NL buyer),Hermeta Metaalwaren B.V.,76032000,760320,5,"Aluminium; powders of lamellar structure, flakes",MARKS2449,Brazil,Netherlands,Netherlands,5,2022,3,2022-03,2022-03-05,20220319,20220319,export,1,380137,1473.16,kg,KG,ALCAST DO BRASIL S/A,[in full dataset],FRANCISCO BELTRAO,,www.alcast.com.br,[in full dataset],Y,Hermeta Metaalwaren B.V.,[in full dataset],Asperen,,www.hermeta.nl,[in full dataset],Y,ALCAST DO BRASIL S/A,[in full dataset],,9810.3,9810.3,Itajai,Rotterdam,Asperen,1,1,12.26,MSC GULSUN,IMO1617790,SG,V869,497,OOLU,SWB,HLCU481930057,MAEU948395505,FCIU7903609,20GP,OPEN TOP,GP,LCL,CFS/CFS,CEVA Logistics,1328.28
Export (NL seller),Vemedia Manufacturing B.V.,30029010,300290,9,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products",MARKS1018,Netherlands,China,China,8,2015,6,2015-06,2015-06-06,20150625,20150625,export,1,13061833.08,2531.17,kg,KG,Vemedia Manufacturing B.V.,[in full dataset],Diemen,,www.cooperconsumerhealth.nl,[in full dataset],Y,JZJ Chain Drugstore Corporation,[in full dataset],Kunming,,www.jzj.cn,[in full dataset],Y,Vemedia Manufacturing B.V.,[in full dataset],,6491.8,6491.8,Rotterdam,Guangzhou,Kunming,1,1,8.11,MOL TRIUMPH,IMO2309348,SG,V825,376,MSCU,SWB,MSCU346437666,COSU292947589,BMOU7015726,45HC,DRY,GP,FCL,CY/CY,CEVA Logistics,2224.87
Import (NL buyer),Rijwielhandel De Hoge bi,90065380,900653,5,"Cameras, photographic (excluding cinematographic), for roll film of a width of 35mm",MARKS4404,Canada,Netherlands,Netherlands,9,2019,12,2019-12,2019-12-23,20191201,20191201,import,1,24390798.74,822269.74,kg,KG,Cardinal Health Canada Inc,[in full dataset],Vaughan,,www.cardinalhealth.ca,[in full dataset],Y,Rijwielhandel De Hoge bi,[in full dataset],Amsterdam,,,,Y,Cardinal Health Canada Inc,[in full dataset],,8158,8158,"Halifax, NS",Amsterdam,Amsterdam,1,1,10.2,ONE APUS,IMO2158555,PA,V515,287,HLCU,MBL,HLCU724056131,EGLV689924175,MSCU2654120,40HC,FLAT RACK,RF,LCL,CY/CFS,DSV,761070.98
Export (NL seller),Shell Caspian Pipeline Holdings B.V.,27012000,270120,8,"Briquettes, ovoids and similar solid fuels; manufactured from coal",MARKS6697,Netherlands,Denmark,Denmark,9,2025,10,2025-10,2025-10-23,20251021,20251021,export,1,49128723.26,879.93,kg,KG,Shell Caspian Pipeline Holdings B.V.,[in full dataset],'s-Gravenhage,,,,Y,"Totalenergies Denmark Asw, Filial af Totalenergies Denmark Asw, Inc., USA",[in full dataset],København Ø,,,,Y,Shell Caspian Pipeline Holdings B.V.,[in full dataset],,10423.5,10423.5,Amsterdam,Main Container Port,København Ø,1,1,13.03,COSCO UNIVERSE,IMO5665876,SG,V529,751,ONEY,SWB,EGLV301331965,MAEU529786532,GESU2038667,45HC,DRY,GP,FCL,CFS/CFS,Bollore Logistics,827.98
Import (NL buyer),Euro Support Catalysts Group B.V.,38248400,382484,9,"Chemical products, mixtures and preparations; containing aldrin, camphechlor (toxaphene), chlordane, chlordecone, DDT (chlorfenotane, 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane), dieldrin, endosulfan, endrin, heptachlor or mirex",MARKS4953,Romania,Netherlands,Netherlands,5,2023,7,2023-07,2023-07-02,20230709,20230709,import,1,335547.18,107014.79,kg,KG,AGROTEX SRL,[in full dataset],Carei,,,,N,Euro Support Catalysts Group B.V.,[in full dataset],Amersfoort,,www.eurosupport.com,[in full dataset],Y,AGROTEX SRL,[in full dataset],,2468,2468,Main Container Port,Amsterdam,Amersfoort,1,1,3.08,CSCL GLOBE,IMO7905845,PA,V189,250,OOLU,SWB,CMDU822769680,COSU924987577,MSCU7819072,40HC,FLAT RACK,RF,LCL,CY/CY,CEVA Logistics,99764.42
Export (NL seller),Smeermiddelen Industrie De Oliebron B.V.,27090010,270900,5,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",MARKS4771,Netherlands,Benin,Benin,6,2016,10,2016-10,2016-10-25,20161014,20161014,export,1,554875.73,324.55,kg,KG,Smeermiddelen Industrie De Oliebron B.V.,[in full dataset],Zwijndrecht,,www.oliebron.com,[in full dataset],N,AIR LIQUIDE BENIN SA,[in full dataset],Cotonou,,,,Y,Smeermiddelen Industrie De Oliebron B.V.,[in full dataset],,8705.5,8705.5,Amsterdam,Main Container Port,Cotonou,1,1,10.88,MOL TRIUMPH,IMO7715878,PA,V274,840,HMMU,HBL,MAEU427134003,MSCU364302743,FCIU9668809,45HC,OPEN TOP,HC,FCL,CY/CFS,Bollore Logistics,294.22
Export (NL seller),Kuster Tankstations B.V.,27012000,270120,7,"Briquettes, ovoids and similar solid fuels; manufactured from coal",MARKS6939,Netherlands,Barbados,Barbados,9,2016,10,2016-10,2016-10-02,20161028,20161028,export,1,2626.39,3000.09,kg,KG,Kuster Tankstations B.V.,[in full dataset],Babberich,,www.kusterenergy.com,[in full dataset],N,Sol (Barbados) Ltd.,[in full dataset],ST MICHAEL,,www.barbados.solpetroleum.com,[in full dataset],N,Kuster Tankstations B.V.,[in full dataset],,3248.1,3248.1,Rotterdam,Main Container Port,ST MICHAEL,1,1,4.06,OOCL HONG KONG,IMO7026601,PA,V848,631,EGLV,SWB,ONEY385339819,MAEU642566884,TCLU6203411,45HC,DRY,GP,FCL,CY/CY,DHL Global Forwarding,2626.39
Import (NL buyer),Dopharma B.V.,30033900,300339,7,"Medicaments; containing hormones (excluding insulin), (but not containing antibiotics), for therapeutic or prophylactic uses, not packaged for retail sale",MARKS7034,Portugal,Netherlands,Netherlands,8,2015,6,2015-06,2015-06-16,20150626,20150626,import,1,2941876.32,46198.56,kg,KG,"MSA - IMPORT EXPORT, LDA",[in full dataset],BRAGA,,,,N,Dopharma B.V.,[in full dataset],Raamsdonksveer,,www.dopharma.com,[in full dataset],Y,"MSA - IMPORT EXPORT, LDA",[in full dataset],,15687.4,15687.4,Main Container Port,Rotterdam,Raamsdonksveer,1,1,19.61,BARZAN,IMO7411336,MH,V473,142,COSU,HBL,YMLU920476369,MAEU550221620,GESU5559620,45HC,FLAT RACK,RF,FCL,CFS/CFS,Yusen Logistics,43510.54
Export (NL seller),Facilicom PPS Doetinchem OG B.V.,87149490,871494,8,"Cycles; parts thereof, brakes, including coaster braking hubs and hub-brakes, and parts thereof",MARKS4926,Netherlands,Tajikistan,Tajikistan,8,2024,1,2024-01,2024-01-27,20240127,20240127,export,1,867799.12,6807.49,kg,KG,Facilicom PPS Doetinchem OG B.V.,[in full dataset],Schiedam,,www.facilicom.nl,[in full dataset],Y,"TAJ MOTORS, OOO",[in full dataset],Dushanbe,,,,Y,Facilicom PPS Doetinchem OG B.V.,[in full dataset],,7499,7499,Rotterdam,Main Container Port,Dushanbe,1,1,9.37,COSCO UNIVERSE,IMO1914410,SG,V364,575,ONEY,MBL,MSCU890296573,HLCU209592879,FCIU5810973,20GP,REEFER,GP,LCL,CY/CY,Bollore Logistics,6405.23
Export (NL seller),TopRow B.V.,90215000,902150,5,Pacemakers; for stimulating heart muscles (excluding parts and accessories),MARKS5653,Netherlands,Belgium,Belgium,6,2020,2,2020-02,2020-02-19,20200212,20200212,export,1,117099390.53,1415.04,kg,KG,TopRow B.V.,[in full dataset],Amsterdam,,www.toprow.com,[in full dataset],Y,St. Jude Medical Coordination Center,[in full dataset],Zaventem,,www.cardiovascular.abbott,[in full dataset],Y,TopRow B.V.,[in full dataset],,9409,9409,Rotterdam,Antwerp,Zaventem,1,1,11.76,MSC GULSUN,IMO5723783,SG,V683,183,COSU,MBL,HLCU693802234,COSU499822444,BMOU1435225,40HC,OPEN TOP,RF,FCL,CFS/CFS,Expeditors,1277.54
Import (NL buyer),Genioweb B.V.,90021900,900219,9,"Lenses; objective, (other than for cameras, projectors or photographic enlargers or reducers), mounted, of any material (excluding elements of glass not optically worked)",MARKS2024,South Korea,Netherlands,Netherlands,7,2020,2,2020-02,2020-02-12,20200201,20200201,import,1,11108338.99,145638.92,kg,KG,Samsung Medical Foundation,[in full dataset],Seoul,,www.kbsmc.co.kr,[in full dataset],N,Genioweb B.V.,[in full dataset],Groede,,www.genioweb.nl,[in full dataset],Y,Samsung Medical Foundation,[in full dataset],,14032.1,14032.1,Busan,Rotterdam,Groede,1,1,17.54,YM WARRANTY,IMO2651686,LR,V299,474,MSCU,MBL,MSCU583551690,HLCU855089812,FCIU9853000,40GP,REEFER,HC,FCL,CY/CFS,Nippon Express,133901.3
Import (NL buyer),TAQA Energy Transportation B.V.,27112100,271121,9,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, natural gas",MARKS8741,Iceland,Netherlands,Netherlands,6,2016,10,2016-10,2016-10-14,20161014,20161014,import,1,263255.67,15485.47,kg,KG,PCC BakkiSilicon hf.,[in full dataset],Husavik,,www.pcc.is,[in full dataset],Y,TAQA Energy Transportation B.V.,[in full dataset],Alkmaar,,www.taqaglobal.com,[in full dataset],Y,PCC BakkiSilicon hf.,[in full dataset],,12986.8,12986.8,Main Container Port,Rotterdam,Alkmaar,1,1,16.23,MAERSK MOLLER,IMO5303990,PA,V370,112,MSCU,MBL,HLCU882960355,ONEY734601243,BMOU1171398,45HC,REEFER,RF,FCL,CFS/CFS,Yusen Logistics,14506.28
Export (NL seller),Casa Interior,90221300,902213,7,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, for dental uses, excluding computed tomography apparatus",MARKS4702,Netherlands,Singapore,Singapore,9,2020,2,2020-02,2020-02-03,20200218,20200218,export,1,21829561.39,1317.92,kg,KG,Casa Interior,[in full dataset],Schiedam,,,,Y,REN AI GRP PTE. LTD.,[in full dataset],Singapore,,www.runai.io,[in full dataset],Y,Casa Interior,[in full dataset],,7333.3,7333.3,Amsterdam,Singapore (PSA),Singapore,1,1,9.17,ONE APUS,IMO3003712,PA,V822,561,APLU,SWB,HLCU405163969,CMDU165219488,MSCU7994293,40GP,REEFER,RF,FCL,CY/CFS,Nippon Express,1232.83
Export (NL seller),What's up je Boterham,90138040,901380,7,"Optical devices, appliances and instruments; n.e.c. in heading no. 9013",MARKS6978,Netherlands,Spain,Spain,5,2020,2,2020-02,2020-02-18,20200210,20200210,import,1,60515944.75,220.63,kg,KG,What's up je Boterham,[in full dataset],Deventer,,,,Y,WH SMITH SPAIN SL.,[in full dataset],MADRID,,,,Y,What's up je Boterham,[in full dataset],,10826.6,10826.6,Rotterdam,Valencia,MADRID,1,1,13.53,MSC GULSUN,IMO7137320,SG,V189,833,CMDU,SWB,EGLV281440618,YMLU597020742,TCLU7952257,20GP,TANK,GP,FCL,CY/CY,Yusen Logistics,200
Export (NL seller),Cosmetic Supply Trading B.V.,30061090,300610,7,"Pharmaceutical goods; sterile surgical catgut, suture materials, tissue adhesives, laminaria, laminaria tents, absorbable surgical or dental haemostatics, and surgical or dental adhesion barriers",MARKS7507,Netherlands,Uruguay,Uruguay,5,2015,6,2015-06,2015-06-20,20150603,20150603,export,1,1918600.36,1873.94,kg,KG,Cosmetic Supply Trading B.V.,[in full dataset],Willemstad NB,,www.cosmeticsupplytrading.eu,[in full dataset],Y,ADIUM PHARMA S.A.,[in full dataset],Montevideo,,www.adium.com.uy,[in full dataset],Y,Cosmetic Supply Trading B.V.,[in full dataset],,17327.9,17327.9,Amsterdam,Main Container Port,Montevideo,1,1,21.66,EVER ACME,IMO9452740,MH,V995,780,MAEU,SWB,ONEY824889287,MAEU629365305,TCLU2600330,40GP,OPEN TOP,HC,FCL,CY/CY,DHL Global Forwarding,1705.97
Import (NL buyer),Leeuwarden Onroerend Goed B.V.,73042200,730422,5,"Steel, stainless; seamless, drill pipe, of a kind used in drilling for oil or gas",MARKS5679,Nigeria,Netherlands,Netherlands,5,2021,3,2021-03,2021-03-16,20210315,20210315,import,1,47568.98,3394.01,kg,KG,QUALCHEM GLOBAL CONCEPT LTD,[in full dataset],Lagos,,www.qualchem.com.ng,[in full dataset],Y,Leeuwarden Onroerend Goed B.V.,[in full dataset],Heerenveen,,www.distil.nl,[in full dataset],N,QUALCHEM GLOBAL CONCEPT LTD,[in full dataset],,9016.5,9016.5,Main Container Port,Amsterdam,Heerenveen,1,1,11.27,MAERSK MOLLER,IMO4015390,LR,V898,691,MSCU,SWB,CMDU383589992,COSU469561536,FCIU7912491,45HC,TANK,GP,LCL,CY/CY,DB Schenker,3191.36
Import (NL buyer),Pit-Beton Heipalenfabriek Kamperland B.V.,73042910,730429,6,"Iron or steel (excluding cast iron or stainless steel); seamless, casing and tubing, of a kind used in drilling for oil or gas",MARKS2112,Philippines,Netherlands,Netherlands,9,2021,3,2021-03,2021-03-05,20210312,20210312,import,1,301502.63,3194.36,kg,KG,"EHS LENS PHILIPPINES, INC.",[in full dataset],Tanauan,,www.hoya.com,[in full dataset],Y,Pit-Beton Heipalenfabriek Kamperland B.V.,[in full dataset],Kamperland,,www.pitbeton.nl,[in full dataset],Y,"EHS LENS PHILIPPINES, INC.",[in full dataset],,23489.3,23489.3,Subic Bay,Amsterdam,Kamperland,1,1,29.36,HYUNDAI LOYALTY,IMO2633934,LR,V323,641,EGLV,HBL,HLCU140559597,EGLV963049580,BMOU8814239,40HC,DRY,RF,FCL,CY/CY,Yusen Logistics,2957.5
Export (NL seller),Syncore B.V.,84136020,841360,9,"Pumps; rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids",MARKS9015,Netherlands,Somalia,Somalia,9,2018,12,2018-12,2018-12-17,20181206,20181206,export,1,306013.26,12542.46,kg,KG,Syncore B.V.,[in full dataset],Duiven,,www.syncore.com,[in full dataset],Y,HINNA AGRI-EQUIPMENT-BUSINESS-COMPANY,[in full dataset],Mogadishu,,,,Y,Syncore B.V.,[in full dataset],,1593.1,1593.1,Amsterdam,Main Container Port,Mogadishu,1,1,1.99,MOL TRIUMPH,IMO1618294,MH,V962,777,CMDU,HBL,CMDU865027283,MSCU469060343,BMOU5120493,20GP,OPEN TOP,GP,FCL,CY/CFS,Sinotrans,11072.25
Import (NL buyer),Mooi Tweedehands,90279000,902790,5,Microtomes and parts and accessories thereof,MARKS2388,Switzerland,Netherlands,Netherlands,5,2020,2,2020-02,2020-02-08,20200214,20200214,import,1,58038661.88,49852.9,kg,KG,"M.R.S.I. Medical Research, Services & Investments SA",[in full dataset],Vouvry,,,,Y,Mooi Tweedehands,[in full dataset],Wateringen,,,,Y,"M.R.S.I. Medical Research, Services & Investments SA",[in full dataset],,21003.3,21003.3,Basel (river),Amsterdam,Wateringen,1,1,26.25,MAERSK MOLLER,IMO9744195,LR,V896,908,COSU,MBL,YMLU257944765,MSCU351041017,BMOU6239136,40GP,FLAT RACK,RF,FCL,CFS/CFS,Yusen Logistics,43572.09
Import (NL buyer),BASF Agro B.V.,38254900,382549,8,"Residual products of the chemical or allied industries, not elsewhere specified or included; waste organic solvents, other than halogenated",MARKS5586,Tunisia,Netherlands,Netherlands,8,2023,7,2023-07,2023-07-09,20230719,20230719,import,1,1271.69,1355.97,kg,KG,STE NATIONALE DE DISTRIBUTION DES PETROLES AGIL ENERGY,[in full dataset],Cite El Khadhra,,,,Y,BASF Agro B.V.,[in full dataset],Arnhem,,agro.basf.nl,[in full dataset],N,STE NATIONALE DE DISTRIBUTION DES PETROLES AGIL ENERGY,[in full dataset],,827.4,827.4,Main Container Port,Amsterdam,Arnhem,1,1,1.03,HMM ALGECIRAS,IMO7530904,PA,V866,691,ZIMU,SWB,COSU574869289,COSU289971101,MSCU8749297,40HC,DRY,HC,LCL,CFS/CFS,Sinotrans,1271.69
Export (NL seller),Nederlandse Drogisterij Service B.V.,30034200,300342,6,"Medicaments; containing alkaloids or their derivatives, containing pseudoephedrine (INN) or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)",MARKS7055,Netherlands,Lesotho,Lesotho,9,2015,6,2015-06,2015-06-20,20150614,20150614,export,1,492317.98,5021.54,kg,KG,Nederlandse Drogisterij Service B.V.,[in full dataset],Lelystad,,www.da.nl,[in full dataset],Y,PARKSIDE PHARMACEUTICAL CARE SERVICES,[in full dataset],MASERU,,,,Y,Nederlandse Drogisterij Service B.V.,[in full dataset],,8161.4,8161.4,Amsterdam,Main Container Port,MASERU,1,1,10.2,HYUNDAI LOYALTY,IMO5206193,LR,V207,616,HLCU,HBL,CMDU648296666,YMLU496287565,MSCU6424447,45HC,OPEN TOP,GP,FCL,CY/CFS,DB Schenker,4471.16
Export (NL seller),Nefco Storage & Trading B.V.,38248100,382481,8,"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing oxirane (ethylene oxide)",MARKS3429,Netherlands,Congo,Congo,6,2023,7,2023-07,2023-07-07,20230722,20230722,export,1,348389,2890.04,kg,KG,Nefco Storage & Trading B.V.,[in full dataset],Waardenburg,,www.nefco.nl,[in full dataset],Y,"BRASSERIES, LIMONADERIES ET MALTERIES SARL",[in full dataset],Kinshasa,,bralima.net,[in full dataset],Y,Nefco Storage & Trading B.V.,[in full dataset],,13940.5,13940.5,Rotterdam,Main Container Port,Kinshasa,1,1,17.43,CSCL GLOBE,IMO5296324,LR,V876,932,YMLU,HBL,ONEY258628530,YMLU506916946,MSCU2460560,40HC,REEFER,RF,FCL,CY/CFS,DSV,2587.15
Export (NL seller),KP Holland HW34 B.V.,03036500,030365,7,"Fish; frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",MARKS1407,Netherlands,Seychelles,Seychelles,9,2017,12,2017-12,2017-12-07,20171212,20171212,export,1,3550.77,3815.68,kg,KG,KP Holland HW34 B.V.,[in full dataset],Maasland,,www.kpholland.nl,[in full dataset],Y,ISLAND DEVELOPMENT COMPANY LIMITED,[in full dataset],Mahe,,www.idcseychelles.com,[in full dataset],Y,KP Holland HW34 B.V.,[in full dataset],,1124.4,1124.4,Amsterdam,Main Container Port,Mahe,1,1,1.41,YM WARRANTY,IMO7372689,PA,V313,849,OOLU,MBL,MSCU340709454,MSCU859281998,TCLU7162510,40GP,FLAT RACK,HC,FCL,CY/CFS,DB Schenker,3550.77
Export (NL seller),Hellemans Consultancy B.V.,27011100,270111,7,"Coal; anthracite, whether or not pulverised, but not agglomerated",MARKS1366,Netherlands,Armenia,Armenia,9,2016,10,2016-10,2016-10-27,20161008,20161008,export,1,106978.66,22844.4,kg,KG,Hellemans Consultancy B.V.,[in full dataset],Hoevelaken,,www.hellemansconsultancy.nl,[in full dataset],N,VICTORIA INVEST LIMITED LIABILITY COMPANY,[in full dataset],Erevan,,,,Y,Hellemans Consultancy B.V.,[in full dataset],,11308.3,11308.3,Amsterdam,Main Container Port,Erevan,1,1,14.14,CSCL GLOBE,IMO1731190,PA,V356,130,ZIMU,MBL,HLCU565035340,HLCU807422881,TCLU8710619,45HC,DRY,HC,LCL,CFS/CFS,DSV,20334.1
Import (NL buyer),CAN Filters B.V.,90021100,900211,8,"Lenses; objective, for cameras, projectors or photographic enlargers or reducers, mounted, being parts or fittings for instruments or apparatus, of any material (excluding glass not optically worked)",MARKS9010,Papua New Guinea,Netherlands,Netherlands,8,2019,12,2019-12,2019-12-14,20191220,20191220,import,1,609637.19,21294.35,kg,KG,TRIBAL WORLD NEW GUINEA P/L,[in full dataset],MT HAGEN,,,,Y,CAN Filters B.V.,[in full dataset],Meerkerk,,www.canfilters.nl,[in full dataset],Y,TRIBAL WORLD NEW GUINEA P/L,[in full dataset],,15571.9,15571.9,Main Container Port,Rotterdam,Meerkerk,1,1,19.46,MOL TRIUMPH,IMO4109355,MH,V742,641,MSCU,SWB,ONEY465328795,YMLU827626541,MSCU1789425,40HC,TANK,RF,FCL,CY/CY,Yusen Logistics,18802.57
Export (NL seller),Oiltree Investments Holdings B.V.,87051000,870510,5,Vehicles; crane lorries,MARKS4799,Netherlands,El Salvador,El Salvador,5,2020,3,2020-03,2020-03-26,20200327,20200327,export,1,1926.14,2063.03,kg,KG,Oiltree Investments Holdings B.V.,[in full dataset],Amsterdam,,,,Y,Grupo Q Interamerica Corporation,[in full dataset],San Salvador,,,,Y,Oiltree Investments Holdings B.V.,[in full dataset],,15485.4,15485.4,Rotterdam,Main Container Port,San Salvador,1,1,19.36,HMM ALGECIRAS,IMO4715601,MH,V875,254,ONEY,MBL,YMLU751582627,YMLU109883793,FCIU1191567,45HC,FLAT RACK,HC,FCL,CY/CY,DSV,1926.14
Export (NL seller),IJ.M.S. B.V.,32091000,320910,5,"Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium",MARKS4232,Netherlands,Venezuela,Venezuela,7,2026,2,2026-02,2026-02-10,20260206,20260206,export,1,68706.61,223.35,kg,KG,IJ.M.S. B.V.,[in full dataset],IJmuiden,,www.ijms.nl,[in full dataset],Y,"Casa de Lacas Sevema, SRL",[in full dataset],CARACAS,,,,N,IJ.M.S. B.V.,[in full dataset],,8533.4,8533.4,Amsterdam,Main Container Port,CARACAS,1,1,10.67,MSC OSCAR,IMO8852237,PA,V785,988,YMLU,SWB,HLCU735411067,COSU152938631,FCIU2787166,45HC,OPEN TOP,RF,FCL,CFS/CFS,DSV,200
Export (NL seller),Applied Biosystems B.V.,30032000,300320,5,"Medicaments; containing antibiotics other than penicillins, streptomycins and their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)",MARKS6289,Netherlands,Somalia,Somalia,9,2015,6,2015-06,2015-06-20,20150613,20150613,export,1,348512.37,21239.38,kg,KG,Applied Biosystems B.V.,[in full dataset],Bleiswijk,,www.appliedbiosystems.nl,[in full dataset],Y,AL TOWBA TRADING COMPANY LLC,[in full dataset],Banaadir,,www.altowbagroup.com,[in full dataset],Y,Applied Biosystems B.V.,[in full dataset],,4281,4281,Rotterdam,Main Container Port,Banaadir,1,1,5.35,HMM ALGECIRAS,IMO3753369,LR,V585,850,COSU,HBL,CMDU549788610,ONEY722081123,CAIU3858887,40HC,TANK,RF,FCL,CY/CY,Kuehne + Nagel,18504.17
